locus_tag	ftype	length_bp	gene	EC_number	COG	product
PEKLDMPL_00035	gene	780	zupT			
PEKLDMPL_00035	CDS	780	zupT		COG0428	Zinc transporter ZupT
PEKLDMPL_00036	gene	1011	gapA			
PEKLDMPL_00036	CDS	1011	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
PEKLDMPL_00037	gene	156				
PEKLDMPL_00037	CDS	156				hypothetical protein
PEKLDMPL_00038	gene	423	mscL			
PEKLDMPL_00038	CDS	423	mscL		COG1970	Large-conductance mechanosensitive channel
PEKLDMPL_00039	gene	1038	lplJ			
PEKLDMPL_00039	CDS	1038	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
PEKLDMPL_00040	gene	1095	gcvT			
PEKLDMPL_00040	CDS	1095	gcvT	2.1.2.10		Aminomethyltransferase
PEKLDMPL_00041	gene	387	gcvH			
PEKLDMPL_00041	CDS	387	gcvH			Glycine cleavage system H protein
PEKLDMPL_00042	gene	1326	gcvPA			
PEKLDMPL_00042	CDS	1326	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
PEKLDMPL_00043	gene	1509	gcvPB			
PEKLDMPL_00043	CDS	1509	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
PEKLDMPL_00044	gene	1314	pdhD			
PEKLDMPL_00044	CDS	1314	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
PEKLDMPL_00045	gene	855				
PEKLDMPL_00045	CDS	855				hypothetical protein
PEKLDMPL_00046	gene	255				
PEKLDMPL_00046	CDS	255				hypothetical protein
PEKLDMPL_00047	gene	462	ogt			
PEKLDMPL_00047	CDS	462	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
PEKLDMPL_00048	gene	1566	guaA			
PEKLDMPL_00048	CDS	1566	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
PEKLDMPL_00049	gene	726	murU			
PEKLDMPL_00049	CDS	726	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
PEKLDMPL_00050	gene	75				
PEKLDMPL_00050	tRNA	75				tRNA-Arg(acg)
PEKLDMPL_00051	gene	621				
PEKLDMPL_00051	CDS	621				hypothetical protein
PEKLDMPL_00052	gene	1278	rarA			
PEKLDMPL_00052	CDS	1278	rarA		COG2256	Replication-associated recombination protein A
PEKLDMPL_00053	gene	813				
PEKLDMPL_00053	CDS	813				hypothetical protein
PEKLDMPL_00054	gene	801				
PEKLDMPL_00054	CDS	801				hypothetical protein
PEKLDMPL_00055	gene	981				
PEKLDMPL_00055	CDS	981			COG1702	PhoH-like protein
PEKLDMPL_00056	gene	981	purC			
PEKLDMPL_00056	CDS	981	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PEKLDMPL_00057	gene	735	menG			
PEKLDMPL_00057	CDS	735	menG	2.1.1.163		Demethylmenaquinone methyltransferase
PEKLDMPL_00058	gene	741	aroE			
PEKLDMPL_00058	CDS	741	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PEKLDMPL_00059	gene	1203	purM			
PEKLDMPL_00059	CDS	1203	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
PEKLDMPL_00060	gene	1113	prfA			
PEKLDMPL_00060	CDS	1113	prfA		COG0216	Peptide chain release factor 1
PEKLDMPL_00061	gene	825	pyrF			
PEKLDMPL_00061	CDS	825	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
PEKLDMPL_00062	gene	1416				
PEKLDMPL_00062	CDS	1416				hypothetical protein
PEKLDMPL_00063	gene	1269	mshA_1			
PEKLDMPL_00063	CDS	1269	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PEKLDMPL_00064	gene	1917				
PEKLDMPL_00064	CDS	1917				hypothetical protein
PEKLDMPL_00065	gene	933	ytlR			
PEKLDMPL_00065	CDS	933	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
PEKLDMPL_00066	gene	987	miaA_1			
PEKLDMPL_00066	CDS	987	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
PEKLDMPL_00067	gene	606				
PEKLDMPL_00067	CDS	606				hypothetical protein
PEKLDMPL_00068	gene	2064	dsbD			
PEKLDMPL_00068	CDS	2064	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
PEKLDMPL_00069	gene	1113	macA			
PEKLDMPL_00069	CDS	1113	macA		COG0845	Macrolide export protein MacA
PEKLDMPL_00070	gene	1248	macB_1			
PEKLDMPL_00070	CDS	1248	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
PEKLDMPL_00071	gene	1260	macB_2			
PEKLDMPL_00071	CDS	1260	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
PEKLDMPL_00072	gene	672	yknY_1			
PEKLDMPL_00072	CDS	672	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
PEKLDMPL_00073	gene	186				
PEKLDMPL_00073	CDS	186				hypothetical protein
PEKLDMPL_00074	gene	171				
PEKLDMPL_00074	CDS	171				hypothetical protein
PEKLDMPL_00075	gene	2559				
PEKLDMPL_00075	CDS	2559				hypothetical protein
PEKLDMPL_00076	gene	2469	mrcA			
PEKLDMPL_00076	CDS	2469	mrcA		COG5009	Penicillin-binding protein 1A
PEKLDMPL_00077	gene	909	miaA_2			
PEKLDMPL_00077	CDS	909	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
PEKLDMPL_00078	gene	774	lpxA_1			
PEKLDMPL_00078	CDS	774	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PEKLDMPL_00079	gene	1386	lpxC			
PEKLDMPL_00079	CDS	1386	lpxC	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
PEKLDMPL_00080	gene	1044	lpxD			
PEKLDMPL_00080	CDS	1044	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
PEKLDMPL_00081	gene	1221				
PEKLDMPL_00081	CDS	1221				hypothetical protein
PEKLDMPL_00082	gene	1557	rapZ			
PEKLDMPL_00082	CDS	1557	rapZ			RNase adapter protein RapZ
PEKLDMPL_00083	gene	189				
PEKLDMPL_00083	CDS	189				hypothetical protein
PEKLDMPL_00084	gene	2682				
PEKLDMPL_00084	CDS	2682				hypothetical protein
PEKLDMPL_00085	gene	690				
PEKLDMPL_00085	CDS	690				hypothetical protein
PEKLDMPL_00086	gene	246				
PEKLDMPL_00086	CDS	246				hypothetical protein
PEKLDMPL_00087	gene	1632	groL			
PEKLDMPL_00087	CDS	1632	groL		COG0459	60 kDa chaperonin
PEKLDMPL_00088	gene	273	groS1			
PEKLDMPL_00088	CDS	273	groS1		COG0234	10 kDa chaperonin 1
PEKLDMPL_00089	gene	2409	pcrA			
PEKLDMPL_00089	CDS	2409	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
PEKLDMPL_00090	gene	732	mtgA			
PEKLDMPL_00090	CDS	732	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
PEKLDMPL_00091	gene	696	pal_1			
PEKLDMPL_00091	CDS	696	pal_1			Peptidoglycan-associated lipoprotein
PEKLDMPL_00092	gene	1482	proS			
PEKLDMPL_00092	CDS	1482	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PEKLDMPL_00093	gene	222				
PEKLDMPL_00093	CDS	222				hypothetical protein
PEKLDMPL_00094	gene	903				
PEKLDMPL_00094	CDS	903				hypothetical protein
PEKLDMPL_00095	gene	633	lspA			
PEKLDMPL_00095	CDS	633	lspA	3.4.23.36		Lipoprotein signal peptidase
PEKLDMPL_00096	gene	381	dksA			
PEKLDMPL_00096	CDS	381	dksA			RNA polymerase-binding transcription factor DksA
PEKLDMPL_00097	gene	3585	ileS			
PEKLDMPL_00097	CDS	3585	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PEKLDMPL_00098	gene	408				
PEKLDMPL_00098	CDS	408				hypothetical protein
PEKLDMPL_00099	gene	1623				
PEKLDMPL_00099	CDS	1623				hypothetical protein
PEKLDMPL_00100	gene	1023				
PEKLDMPL_00100	CDS	1023				hypothetical protein
PEKLDMPL_00101	gene	882	prmC			
PEKLDMPL_00101	CDS	882	prmC	2.1.1.297		Release factor glutamine methyltransferase
PEKLDMPL_00102	gene	804				
PEKLDMPL_00102	CDS	804				hypothetical protein
PEKLDMPL_00103	gene	1641	pfp			
PEKLDMPL_00103	CDS	1641	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
PEKLDMPL_00104	gene	273				
PEKLDMPL_00104	CDS	273				hypothetical protein
PEKLDMPL_00105	gene	555				
PEKLDMPL_00105	CDS	555				hypothetical protein
PEKLDMPL_00106	gene	2589				
PEKLDMPL_00106	CDS	2589				hypothetical protein
PEKLDMPL_00107	gene	306				
PEKLDMPL_00107	CDS	306				hypothetical protein
PEKLDMPL_00108	gene	1827				
PEKLDMPL_00108	CDS	1827				hypothetical protein
PEKLDMPL_00109	gene	1059				
PEKLDMPL_00109	CDS	1059				hypothetical protein
PEKLDMPL_00110	gene	516	COQ3			
PEKLDMPL_00110	CDS	516	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PEKLDMPL_00111	gene	174				
PEKLDMPL_00111	CDS	174				hypothetical protein
PEKLDMPL_00112	gene	657	gpx1			
PEKLDMPL_00112	CDS	657	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
PEKLDMPL_00113	gene	450				
PEKLDMPL_00113	CDS	450				hypothetical protein
PEKLDMPL_00114	gene	1716	aspT			
PEKLDMPL_00114	CDS	1716	aspT			Aspartate/alanine antiporter
PEKLDMPL_00115	gene	957				
PEKLDMPL_00115	CDS	957				hypothetical protein
PEKLDMPL_00116	gene	450				
PEKLDMPL_00116	CDS	450				hypothetical protein
PEKLDMPL_00117	gene	1158	gcdB			
PEKLDMPL_00117	CDS	1158	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
PEKLDMPL_00118	gene	585	malT			
PEKLDMPL_00118	CDS	585	malT			HTH-type transcriptional regulator MalT
PEKLDMPL_00119	gene	957				
PEKLDMPL_00119	CDS	957				hypothetical protein
PEKLDMPL_00120	gene	1533	rny			
PEKLDMPL_00120	CDS	1533	rny	3.1.-.-	COG1418	Ribonuclease Y
PEKLDMPL_00121	gene	345				
PEKLDMPL_00121	CDS	345				hypothetical protein
PEKLDMPL_00122	gene	300				
PEKLDMPL_00122	CDS	300				hypothetical protein
PEKLDMPL_00123	gene	624				
PEKLDMPL_00123	CDS	624				hypothetical protein
PEKLDMPL_00124	gene	876	rfbA			
PEKLDMPL_00124	CDS	876	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
PEKLDMPL_00125	gene	2484				
PEKLDMPL_00125	CDS	2484				hypothetical protein
PEKLDMPL_00126	gene	3306	carB_1			
PEKLDMPL_00126	CDS	3306	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
PEKLDMPL_00127	gene	744	kgp			
PEKLDMPL_00127	CDS	744	kgp	3.4.22.47		Lys-gingipain
PEKLDMPL_00128	gene	1185				
PEKLDMPL_00128	CDS	1185				hypothetical protein
PEKLDMPL_00129	gene	1584				
PEKLDMPL_00129	CDS	1584				hypothetical protein
PEKLDMPL_00130	gene	279				
PEKLDMPL_00130	CDS	279				hypothetical protein
PEKLDMPL_00131	gene	3327				
PEKLDMPL_00131	CDS	3327				hypothetical protein
PEKLDMPL_00132	gene	204				
PEKLDMPL_00132	CDS	204				hypothetical protein
PEKLDMPL_00133	gene	147				
PEKLDMPL_00133	CDS	147				hypothetical protein
PEKLDMPL_00134	gene	813				
PEKLDMPL_00134	CDS	813				hypothetical protein
PEKLDMPL_00135	gene	1437	ndhB			
PEKLDMPL_00135	CDS	1437	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
PEKLDMPL_00136	gene	1500	ndhD1			
PEKLDMPL_00136	CDS	1500	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
PEKLDMPL_00137	gene	1989	nuoL			
PEKLDMPL_00137	CDS	1989	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PEKLDMPL_00138	gene	312	nuoK			
PEKLDMPL_00138	CDS	312	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PEKLDMPL_00139	gene	513				
PEKLDMPL_00139	CDS	513				hypothetical protein
PEKLDMPL_00140	gene	534	nuoI			
PEKLDMPL_00140	CDS	534	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PEKLDMPL_00141	gene	1089	nuoH			
PEKLDMPL_00141	CDS	1089	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PEKLDMPL_00142	gene	1563	nuoC			
PEKLDMPL_00142	CDS	1563	nuoC	7.1.1.-		NADH-quinone oxidoreductase subunit C/D
PEKLDMPL_00143	gene	750	ndhK			
PEKLDMPL_00143	CDS	750	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
PEKLDMPL_00144	gene	351	ndhC			
PEKLDMPL_00144	CDS	351	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PEKLDMPL_00145	gene	678				
PEKLDMPL_00145	CDS	678				hypothetical protein
PEKLDMPL_00146	gene	1182	bdhA			
PEKLDMPL_00146	CDS	1182	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
PEKLDMPL_00147	gene	117				
PEKLDMPL_00147	CDS	117				hypothetical protein
PEKLDMPL_00148	gene	456				
PEKLDMPL_00148	CDS	456				hypothetical protein
PEKLDMPL_00149	gene	633				
PEKLDMPL_00149	CDS	633				hypothetical protein
PEKLDMPL_00150	gene	579				
PEKLDMPL_00150	CDS	579				hypothetical protein
PEKLDMPL_00151	gene	951	rgtE			
PEKLDMPL_00151	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
PEKLDMPL_00152	gene	486				
PEKLDMPL_00152	CDS	486				hypothetical protein
PEKLDMPL_00153	gene	684				
PEKLDMPL_00153	CDS	684				hypothetical protein
PEKLDMPL_00154	gene	942	apbE			
PEKLDMPL_00154	CDS	942	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PEKLDMPL_00155	gene	618				
PEKLDMPL_00155	CDS	618				hypothetical protein
PEKLDMPL_00156	gene	2094	prlC			
PEKLDMPL_00156	CDS	2094	prlC	3.4.24.70	COG0339	Oligopeptidase A
PEKLDMPL_00157	gene	444	tadA_1			
PEKLDMPL_00157	CDS	444	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
PEKLDMPL_00158	gene	1725				
PEKLDMPL_00158	CDS	1725				hypothetical protein
PEKLDMPL_00159	gene	498	yqgN			
PEKLDMPL_00159	CDS	498	yqgN		COG0212	putative protein YqgN
PEKLDMPL_00160	gene	291				
PEKLDMPL_00160	CDS	291				hypothetical protein
PEKLDMPL_00161	gene	1095	recF			
PEKLDMPL_00161	CDS	1095	recF		COG1195	DNA replication and repair protein RecF
PEKLDMPL_00162	gene	741				
PEKLDMPL_00162	CDS	741				hypothetical protein
PEKLDMPL_00163	gene	477	ribH			
PEKLDMPL_00163	CDS	477	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PEKLDMPL_00164	gene	237				
PEKLDMPL_00164	CDS	237				hypothetical protein
PEKLDMPL_00165	gene	567				
PEKLDMPL_00165	CDS	567				hypothetical protein
PEKLDMPL_00166	gene	459				
PEKLDMPL_00166	CDS	459				hypothetical protein
PEKLDMPL_00167	gene	351				
PEKLDMPL_00167	CDS	351				hypothetical protein
PEKLDMPL_00168	gene	897	bamD			
PEKLDMPL_00168	CDS	897	bamD			Outer membrane protein assembly factor BamD
PEKLDMPL_00169	gene	2460				
PEKLDMPL_00169	CDS	2460				hypothetical protein
PEKLDMPL_00170	gene	2040	uvrB			
PEKLDMPL_00170	CDS	2040	uvrB		COG0556	UvrABC system protein B
PEKLDMPL_00171	gene	255				
PEKLDMPL_00171	CDS	255				hypothetical protein
PEKLDMPL_00172	gene	2280				
PEKLDMPL_00172	CDS	2280				hypothetical protein
PEKLDMPL_00173	gene	903	menA			
PEKLDMPL_00173	CDS	903	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
PEKLDMPL_00174	gene	642				
PEKLDMPL_00174	CDS	642				hypothetical protein
PEKLDMPL_00175	gene	642				
PEKLDMPL_00175	CDS	642				hypothetical protein
PEKLDMPL_00176	gene	2100				
PEKLDMPL_00176	CDS	2100				hypothetical protein
PEKLDMPL_00177	gene	144				
PEKLDMPL_00177	CDS	144				hypothetical protein
PEKLDMPL_00178	gene	3303				
PEKLDMPL_00178	CDS	3303				hypothetical protein
PEKLDMPL_00179	gene	1932				
PEKLDMPL_00179	CDS	1932				hypothetical protein
PEKLDMPL_00180	gene	1785				
PEKLDMPL_00180	CDS	1785				hypothetical protein
PEKLDMPL_00181	gene	162				
PEKLDMPL_00181	CDS	162				hypothetical protein
PEKLDMPL_00182	gene	900	rluD_1			
PEKLDMPL_00182	CDS	900	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PEKLDMPL_00183	gene	1995	tkt			
PEKLDMPL_00183	CDS	1995	tkt	2.2.1.1		Transketolase
PEKLDMPL_00184	gene	444	rpiB			
PEKLDMPL_00184	CDS	444	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
PEKLDMPL_00185	gene	300				
PEKLDMPL_00185	CDS	300			COG0776	DNA-binding protein HRL53
PEKLDMPL_00186	gene	90				
PEKLDMPL_00186	CDS	90				hypothetical protein
PEKLDMPL_00187	gene	1575	rne			
PEKLDMPL_00187	CDS	1575	rne	3.1.26.12	COG1530	Ribonuclease E
PEKLDMPL_00188	gene	474	guaD			
PEKLDMPL_00188	CDS	474	guaD	3.5.4.3	COG0590	Guanine deaminase
PEKLDMPL_00189	gene	162				
PEKLDMPL_00189	CDS	162			COG1773	Rubredoxin
PEKLDMPL_00190	gene	657	ppaX			
PEKLDMPL_00190	CDS	657	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
PEKLDMPL_00191	gene	705	ttcA			
PEKLDMPL_00191	CDS	705	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
PEKLDMPL_00192	gene	507				
PEKLDMPL_00192	CDS	507				hypothetical protein
PEKLDMPL_00193	gene	762	ydfG			
PEKLDMPL_00193	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
PEKLDMPL_00194	gene	1698	glgE			
PEKLDMPL_00194	CDS	1698	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
PEKLDMPL_00195	gene	894	fabD			
PEKLDMPL_00195	CDS	894	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
PEKLDMPL_00196	gene	462				
PEKLDMPL_00196	CDS	462				hypothetical protein
PEKLDMPL_00197	gene	462				
PEKLDMPL_00197	CDS	462				hypothetical protein
PEKLDMPL_00198	gene	2052	ligA			
PEKLDMPL_00198	CDS	2052	ligA	6.5.1.2		DNA ligase
PEKLDMPL_00199	gene	855	pta_1			
PEKLDMPL_00199	CDS	855	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
PEKLDMPL_00200	gene	1062	buk2			
PEKLDMPL_00200	CDS	1062	buk2	2.7.2.7	COG3426	Butyrate kinase 2
PEKLDMPL_00201	gene	675	trmD			
PEKLDMPL_00201	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
PEKLDMPL_00202	gene	939				
PEKLDMPL_00202	CDS	939				hypothetical protein
PEKLDMPL_00203	gene	1416	pepP			
PEKLDMPL_00203	CDS	1416	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
PEKLDMPL_00204	gene	1197				
PEKLDMPL_00204	CDS	1197				hypothetical protein
PEKLDMPL_00205	gene	813				
PEKLDMPL_00205	CDS	813				hypothetical protein
PEKLDMPL_00206	gene	897				
PEKLDMPL_00206	CDS	897				hypothetical protein
PEKLDMPL_00207	gene	519				
PEKLDMPL_00207	CDS	519				hypothetical protein
PEKLDMPL_00208	gene	792				
PEKLDMPL_00208	CDS	792				hypothetical protein
PEKLDMPL_00209	gene	558				
PEKLDMPL_00209	CDS	558				hypothetical protein
PEKLDMPL_00210	gene	807				
PEKLDMPL_00210	CDS	807				hypothetical protein
PEKLDMPL_00211	gene	192				
PEKLDMPL_00211	CDS	192				hypothetical protein
PEKLDMPL_00212	gene	717				
PEKLDMPL_00212	CDS	717				hypothetical protein
PEKLDMPL_00213	gene	1449				
PEKLDMPL_00213	CDS	1449				hypothetical protein
PEKLDMPL_00214	gene	1545				
PEKLDMPL_00214	CDS	1545				hypothetical protein
PEKLDMPL_00215	gene	1698				
PEKLDMPL_00215	CDS	1698				hypothetical protein
PEKLDMPL_00216	gene	1833	LIAS			
PEKLDMPL_00216	CDS	1833	LIAS	2.8.1.8		Lipoyl synthase, organellar chromatophore
PEKLDMPL_00217	gene	1158	pntA_1			
PEKLDMPL_00217	CDS	1158	pntA_1	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
PEKLDMPL_00218	gene	315	pntA_2			
PEKLDMPL_00218	CDS	315	pntA_2	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
PEKLDMPL_00219	gene	1533	pntB			
PEKLDMPL_00219	CDS	1533	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
PEKLDMPL_00220	gene	1665	lcfB			
PEKLDMPL_00220	CDS	1665	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PEKLDMPL_00221	gene	1248	lolE_1			
PEKLDMPL_00221	CDS	1248	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PEKLDMPL_00222	gene	2055	htpG			
PEKLDMPL_00222	CDS	2055	htpG			Chaperone protein HtpG
PEKLDMPL_00223	gene	1455	pepD_1			
PEKLDMPL_00223	CDS	1455	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
PEKLDMPL_00224	gene	231				
PEKLDMPL_00224	CDS	231				hypothetical protein
PEKLDMPL_00225	gene	606				
PEKLDMPL_00225	CDS	606				hypothetical protein
PEKLDMPL_00226	gene	636	nth			
PEKLDMPL_00226	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
PEKLDMPL_00227	gene	711				
PEKLDMPL_00227	CDS	711				hypothetical protein
PEKLDMPL_00228	gene	648				
PEKLDMPL_00228	CDS	648				hypothetical protein
PEKLDMPL_00229	gene	2463	pheT			
PEKLDMPL_00229	CDS	2463	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
PEKLDMPL_00230	gene	726				
PEKLDMPL_00230	CDS	726			COG0217	putative transcriptional regulatory protein
PEKLDMPL_00231	gene	387				
PEKLDMPL_00231	CDS	387				hypothetical protein
PEKLDMPL_00232	gene	1782	lepA			
PEKLDMPL_00232	CDS	1782	lepA	3.6.5.-	COG0481	Elongation factor 4
PEKLDMPL_00233	gene	603				
PEKLDMPL_00233	CDS	603				hypothetical protein
PEKLDMPL_00234	gene	2187	bamA_1			
PEKLDMPL_00234	CDS	2187	bamA_1			Outer membrane protein assembly factor BamA
PEKLDMPL_00235	gene	465				
PEKLDMPL_00235	CDS	465				hypothetical protein
PEKLDMPL_00236	gene	807	yycJ			
PEKLDMPL_00236	CDS	807	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
PEKLDMPL_00237	gene	2136				
PEKLDMPL_00237	CDS	2136				hypothetical protein
