locus_tag	ftype	length_bp	gene	EC_number	COG	product
NBFAOAKO_00052	gene	219				
NBFAOAKO_00052	CDS	219				hypothetical protein
NBFAOAKO_00053	gene	120				
NBFAOAKO_00053	CDS	120				hypothetical protein
NBFAOAKO_00054	gene	1305	metK			
NBFAOAKO_00054	CDS	1305	metK	2.5.1.6		S-adenosylmethionine synthase
NBFAOAKO_00055	gene	2826				
NBFAOAKO_00055	CDS	2826				hypothetical protein
NBFAOAKO_00056	gene	165				
NBFAOAKO_00056	CDS	165				hypothetical protein
NBFAOAKO_00057	gene	894				
NBFAOAKO_00057	CDS	894				hypothetical protein
NBFAOAKO_00058	gene	318				
NBFAOAKO_00058	CDS	318				hypothetical protein
NBFAOAKO_00059	gene	210				
NBFAOAKO_00059	CDS	210				hypothetical protein
NBFAOAKO_00060	gene	618				
NBFAOAKO_00060	CDS	618				hypothetical protein
NBFAOAKO_00061	gene	228				
NBFAOAKO_00061	CDS	228				hypothetical protein
NBFAOAKO_00062	gene	1491	cysS			
NBFAOAKO_00062	CDS	1491	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
NBFAOAKO_00063	gene	936				
NBFAOAKO_00063	CDS	936				hypothetical protein
NBFAOAKO_00064	gene	1008				
NBFAOAKO_00064	CDS	1008				hypothetical protein
NBFAOAKO_00065	gene	1047				
NBFAOAKO_00065	CDS	1047				hypothetical protein
NBFAOAKO_00066	gene	606				
NBFAOAKO_00066	CDS	606				hypothetical protein
NBFAOAKO_00067	gene	237	acpP			
NBFAOAKO_00067	CDS	237	acpP		COG0236	Acyl carrier protein
NBFAOAKO_00068	gene	1263	fabF			
NBFAOAKO_00068	CDS	1263	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NBFAOAKO_00069	gene	1050	rnc			
NBFAOAKO_00069	CDS	1050	rnc	3.1.26.3		Ribonuclease 3
NBFAOAKO_00070	gene	102				
NBFAOAKO_00070	CDS	102				hypothetical protein
NBFAOAKO_00071	gene	1644	hcp			
NBFAOAKO_00071	CDS	1644	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
NBFAOAKO_00072	gene	96				
NBFAOAKO_00072	CDS	96				hypothetical protein
NBFAOAKO_00073	gene	600				
NBFAOAKO_00073	CDS	600				hypothetical protein
NBFAOAKO_00074	gene	669				
NBFAOAKO_00074	CDS	669				hypothetical protein
NBFAOAKO_00075	gene	177				
NBFAOAKO_00075	CDS	177				hypothetical protein
NBFAOAKO_00076	gene	321				
NBFAOAKO_00076	CDS	321				hypothetical protein
NBFAOAKO_00077	gene	1527				
NBFAOAKO_00077	CDS	1527				hypothetical protein
NBFAOAKO_00078	gene	1314				
NBFAOAKO_00078	CDS	1314				hypothetical protein
NBFAOAKO_00079	gene	1494	patA_1			
NBFAOAKO_00079	CDS	1494	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
NBFAOAKO_00080	gene	105				
NBFAOAKO_00080	CDS	105				hypothetical protein
NBFAOAKO_00081	gene	417				
NBFAOAKO_00081	CDS	417				hypothetical protein
NBFAOAKO_00082	gene	1851				
NBFAOAKO_00082	CDS	1851				hypothetical protein
NBFAOAKO_00083	gene	135				
NBFAOAKO_00083	CDS	135				hypothetical protein
NBFAOAKO_00084	gene	552				
NBFAOAKO_00084	CDS	552				hypothetical protein
NBFAOAKO_00085	gene	2742				
NBFAOAKO_00085	CDS	2742				hypothetical protein
NBFAOAKO_00086	gene	1455				
NBFAOAKO_00086	CDS	1455				hypothetical protein
NBFAOAKO_00087	gene	396				
NBFAOAKO_00087	CDS	396				hypothetical protein
NBFAOAKO_00088	gene	1641				
NBFAOAKO_00088	CDS	1641				hypothetical protein
NBFAOAKO_00089	gene	2802				
NBFAOAKO_00089	CDS	2802				hypothetical protein
NBFAOAKO_00090	gene	546				
NBFAOAKO_00090	CDS	546				hypothetical protein
NBFAOAKO_00091	gene	138				
NBFAOAKO_00091	CDS	138				hypothetical protein
NBFAOAKO_00092	gene	759				
NBFAOAKO_00092	CDS	759				hypothetical protein
NBFAOAKO_00093	gene	774				
NBFAOAKO_00093	CDS	774				hypothetical protein
NBFAOAKO_00094	gene	1053				
NBFAOAKO_00094	CDS	1053				hypothetical protein
NBFAOAKO_00095	gene	717				
NBFAOAKO_00095	CDS	717				hypothetical protein
NBFAOAKO_00096	gene	2313	cirA			
NBFAOAKO_00096	CDS	2313	cirA		COG4771	Colicin I receptor
NBFAOAKO_00097	gene	1329				
NBFAOAKO_00097	CDS	1329				hypothetical protein
NBFAOAKO_00098	gene	135				
NBFAOAKO_00098	CDS	135				hypothetical protein
NBFAOAKO_00099	gene	1851				
NBFAOAKO_00099	CDS	1851				hypothetical protein
NBFAOAKO_00100	gene	2139				
NBFAOAKO_00100	CDS	2139				hypothetical protein
NBFAOAKO_00101	gene	897				
NBFAOAKO_00101	CDS	897				hypothetical protein
NBFAOAKO_00102	gene	609				
NBFAOAKO_00102	CDS	609		3.6.1.66		dITP/XTP pyrophosphatase
NBFAOAKO_00103	gene	969				
NBFAOAKO_00103	CDS	969				hypothetical protein
NBFAOAKO_00104	gene	2874	leuS			
NBFAOAKO_00104	CDS	2874	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
NBFAOAKO_00105	gene	642				
NBFAOAKO_00105	CDS	642				hypothetical protein
NBFAOAKO_00106	gene	633	pflA			
NBFAOAKO_00106	CDS	633	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
NBFAOAKO_00107	gene	1104	ychF			
NBFAOAKO_00107	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
NBFAOAKO_00108	gene	849	lgt			
NBFAOAKO_00108	CDS	849	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NBFAOAKO_00109	gene	2628	mutS_1			
NBFAOAKO_00109	CDS	2628	mutS_1		COG0249	DNA mismatch repair protein MutS
NBFAOAKO_00110	gene	1575				
NBFAOAKO_00110	CDS	1575				hypothetical protein
NBFAOAKO_00111	gene	1131	capA			
NBFAOAKO_00111	CDS	1131	capA			Capsule biosynthesis protein CapA
NBFAOAKO_00112	gene	2598	polA			
NBFAOAKO_00112	CDS	2598	polA	2.7.7.7	COG0258	DNA polymerase I
NBFAOAKO_00113	gene	1587				
NBFAOAKO_00113	CDS	1587				hypothetical protein
NBFAOAKO_00114	gene	726				
NBFAOAKO_00114	CDS	726				hypothetical protein
NBFAOAKO_00115	gene	624				
NBFAOAKO_00115	CDS	624				hypothetical protein
NBFAOAKO_00116	gene	1311	dapL			
NBFAOAKO_00116	CDS	1311	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
NBFAOAKO_00117	gene	573				
NBFAOAKO_00117	CDS	573				hypothetical protein
NBFAOAKO_00118	gene	1623				
NBFAOAKO_00118	CDS	1623				hypothetical protein
NBFAOAKO_00119	gene	738	yafV			
NBFAOAKO_00119	CDS	738	yafV	3.5.1.3		Omega-amidase YafV
NBFAOAKO_00120	gene	696	infC			
NBFAOAKO_00120	CDS	696	infC			Translation initiation factor IF-3
NBFAOAKO_00121	gene	198	rpmI			
NBFAOAKO_00121	CDS	198	rpmI		COG0291	50S ribosomal protein L35
NBFAOAKO_00122	gene	345	rplT			
NBFAOAKO_00122	CDS	345	rplT			50S ribosomal protein L20
NBFAOAKO_00123	gene	1206				
NBFAOAKO_00123	CDS	1206				hypothetical protein
NBFAOAKO_00124	gene	2217	yhgF			
NBFAOAKO_00124	CDS	2217	yhgF		COG2183	Protein YhgF
NBFAOAKO_00125	gene	1953	yheS			
NBFAOAKO_00125	CDS	1953	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
NBFAOAKO_00126	gene	2037	pepO			
NBFAOAKO_00126	CDS	2037	pepO	3.4.24.-	COG3590	Neutral endopeptidase
NBFAOAKO_00127	gene	1491	algC_1			
NBFAOAKO_00127	CDS	1491	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
NBFAOAKO_00128	gene	252				
NBFAOAKO_00128	CDS	252				hypothetical protein
NBFAOAKO_00129	gene	606				
NBFAOAKO_00129	CDS	606				hypothetical protein
NBFAOAKO_00130	gene	678				
NBFAOAKO_00130	CDS	678				hypothetical protein
NBFAOAKO_00131	gene	585				
NBFAOAKO_00131	CDS	585				hypothetical protein
NBFAOAKO_00132	gene	483				
NBFAOAKO_00132	CDS	483				hypothetical protein
NBFAOAKO_00133	gene	747				
NBFAOAKO_00133	CDS	747				hypothetical protein
NBFAOAKO_00134	gene	432	rnpA			
NBFAOAKO_00134	CDS	432	rnpA	3.1.26.5		Ribonuclease P protein component
NBFAOAKO_00135	gene	240				
NBFAOAKO_00135	CDS	240			COG0759	Putative membrane protein insertion efficiency factor
NBFAOAKO_00136	gene	1305	tyrS			
NBFAOAKO_00136	CDS	1305	tyrS	6.1.1.1		Tyrosine--tRNA ligase
NBFAOAKO_00137	gene	621				
NBFAOAKO_00137	CDS	621				hypothetical protein
NBFAOAKO_00138	gene	981	ribD			
NBFAOAKO_00138	CDS	981	ribD		COG0117	Riboflavin biosynthesis protein RibD
NBFAOAKO_00139	gene	1311	eno			
NBFAOAKO_00139	CDS	1311	eno	4.2.1.11		Enolase
NBFAOAKO_00140	gene	399	glpE			
NBFAOAKO_00140	CDS	399	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
NBFAOAKO_00141	gene	417				
NBFAOAKO_00141	CDS	417				hypothetical protein
NBFAOAKO_00142	gene	1125	dnaN			
NBFAOAKO_00142	CDS	1125	dnaN			Beta sliding clamp
NBFAOAKO_00143	gene	855	dinG_1			
NBFAOAKO_00143	CDS	855	dinG_1	3.1.-.-		3'-5' exonuclease DinG
NBFAOAKO_00144	gene	1212	undec1A			
NBFAOAKO_00144	CDS	1212	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
NBFAOAKO_00145	gene	903				
NBFAOAKO_00145	CDS	903				hypothetical protein
NBFAOAKO_00146	gene	1668	recN			
NBFAOAKO_00146	CDS	1668	recN		COG0497	DNA repair protein RecN
NBFAOAKO_00147	gene	1647				
NBFAOAKO_00147	CDS	1647				hypothetical protein
NBFAOAKO_00148	gene	999				
NBFAOAKO_00148	CDS	999				hypothetical protein
NBFAOAKO_00149	gene	336				
NBFAOAKO_00149	CDS	336				hypothetical protein
NBFAOAKO_00150	gene	240				
NBFAOAKO_00150	CDS	240				hypothetical protein
NBFAOAKO_00151	gene	2760				
NBFAOAKO_00151	CDS	2760				hypothetical protein
NBFAOAKO_00152	gene	204				
NBFAOAKO_00152	CDS	204				hypothetical protein
NBFAOAKO_00153	gene	4116				
NBFAOAKO_00153	CDS	4116				hypothetical protein
NBFAOAKO_00154	gene	681				
NBFAOAKO_00154	CDS	681				hypothetical protein
NBFAOAKO_00155	gene	507				
NBFAOAKO_00155	CDS	507				hypothetical protein
NBFAOAKO_00156	gene	243				
NBFAOAKO_00156	CDS	243				hypothetical protein
NBFAOAKO_00157	gene	90				
NBFAOAKO_00157	CDS	90				hypothetical protein
NBFAOAKO_00158	gene	1380				
NBFAOAKO_00158	CDS	1380				hypothetical protein
NBFAOAKO_00159	gene	453				
NBFAOAKO_00159	CDS	453				hypothetical protein
NBFAOAKO_00160	gene	1128				
NBFAOAKO_00160	CDS	1128				hypothetical protein
NBFAOAKO_00161	gene	1050	dusB			
NBFAOAKO_00161	CDS	1050	dusB	1.3.1.-		tRNA-dihydrouridine synthase B
NBFAOAKO_00162	gene	2196				
NBFAOAKO_00162	CDS	2196				hypothetical protein
NBFAOAKO_00163	gene	1518	gpmI			
NBFAOAKO_00163	CDS	1518	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
NBFAOAKO_00164	gene	747	ung			
NBFAOAKO_00164	CDS	747	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
NBFAOAKO_00165	gene	621				
NBFAOAKO_00165	CDS	621				hypothetical protein
NBFAOAKO_00166	gene	879				
NBFAOAKO_00166	CDS	879				hypothetical protein
NBFAOAKO_00167	gene	1389	gyrB_1			
NBFAOAKO_00167	CDS	1389	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
NBFAOAKO_00168	gene	780				
NBFAOAKO_00168	CDS	780				hypothetical protein
NBFAOAKO_00169	gene	603				
NBFAOAKO_00169	CDS	603				hypothetical protein
NBFAOAKO_00170	gene	318	rpsO			
NBFAOAKO_00170	CDS	318	rpsO		COG0184	30S ribosomal protein S15
NBFAOAKO_00171	gene	2508				
NBFAOAKO_00171	CDS	2508				hypothetical protein
NBFAOAKO_00172	gene	741	mtnN			
NBFAOAKO_00172	CDS	741	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NBFAOAKO_00173	gene	480	luxS			
NBFAOAKO_00173	CDS	480	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
NBFAOAKO_00174	gene	1467	dinF			
NBFAOAKO_00174	CDS	1467	dinF		COG0534	DNA damage-inducible protein F
NBFAOAKO_00175	gene	1851	typA			
NBFAOAKO_00175	CDS	1851	typA		COG1217	GTP-binding protein TypA/BipA
NBFAOAKO_00176	gene	435	nudC_1			
NBFAOAKO_00176	CDS	435	nudC_1	3.6.1.22		NADH pyrophosphatase
NBFAOAKO_00177	gene	852				
NBFAOAKO_00177	CDS	852				hypothetical protein
NBFAOAKO_00178	gene	2409				
NBFAOAKO_00178	CDS	2409		5.1.1.1		Alanine racemase
NBFAOAKO_00179	gene	282				
NBFAOAKO_00179	CDS	282				hypothetical protein
NBFAOAKO_00180	gene	726				
NBFAOAKO_00180	CDS	726				hypothetical protein
NBFAOAKO_00181	gene	810	psd			
NBFAOAKO_00181	CDS	810	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
NBFAOAKO_00182	gene	438				
NBFAOAKO_00182	CDS	438				hypothetical protein
NBFAOAKO_00183	gene	735				
NBFAOAKO_00183	CDS	735				hypothetical protein
NBFAOAKO_00184	gene	411	tsaE			
NBFAOAKO_00184	CDS	411	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
NBFAOAKO_00185	gene	1569	cheB			
NBFAOAKO_00185	CDS	1569	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
NBFAOAKO_00186	gene	3387	bamD			
NBFAOAKO_00186	CDS	3387	bamD			Outer membrane protein assembly factor BamD
NBFAOAKO_00187	gene	393				
NBFAOAKO_00187	CDS	393				hypothetical protein
NBFAOAKO_00188	gene	1251	aroA			
NBFAOAKO_00188	CDS	1251	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
NBFAOAKO_00189	gene	1167				
NBFAOAKO_00189	CDS	1167				hypothetical protein
NBFAOAKO_00190	gene	471				
NBFAOAKO_00190	CDS	471				hypothetical protein
NBFAOAKO_00191	gene	99				
NBFAOAKO_00191	CDS	99				hypothetical protein
NBFAOAKO_00192	gene	840				
NBFAOAKO_00192	CDS	840				hypothetical protein
NBFAOAKO_00193	gene	852				
NBFAOAKO_00193	CDS	852				hypothetical protein
NBFAOAKO_00194	gene	74				
NBFAOAKO_00194	tRNA	74				tRNA-Pro(ggg)
NBFAOAKO_00195	gene	74				
NBFAOAKO_00195	tRNA	74				tRNA-Lys(ttt)
NBFAOAKO_00196	gene	1134				
NBFAOAKO_00196	CDS	1134				hypothetical protein
NBFAOAKO_00197	gene	585	tdk			
NBFAOAKO_00197	CDS	585	tdk	2.7.1.21	COG1435	Thymidine kinase
NBFAOAKO_00198	gene	1866				
NBFAOAKO_00198	CDS	1866				hypothetical protein
NBFAOAKO_00199	gene	1209	ribBA			
NBFAOAKO_00199	CDS	1209	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NBFAOAKO_00200	gene	1995	glgB			
NBFAOAKO_00200	CDS	1995	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
NBFAOAKO_00201	gene	1959	pulA			
NBFAOAKO_00201	CDS	1959	pulA	3.2.1.41	COG1523	Pullulanase
NBFAOAKO_00202	gene	2220	susB			
NBFAOAKO_00202	CDS	2220	susB	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
NBFAOAKO_00203	gene	2730				
NBFAOAKO_00203	CDS	2730				hypothetical protein
NBFAOAKO_00204	gene	240				
NBFAOAKO_00204	CDS	240				hypothetical protein
NBFAOAKO_00205	gene	1416				
NBFAOAKO_00205	CDS	1416				hypothetical protein
NBFAOAKO_00206	gene	1218				
NBFAOAKO_00206	CDS	1218				hypothetical protein
NBFAOAKO_00207	gene	2058				
NBFAOAKO_00207	CDS	2058				hypothetical protein
NBFAOAKO_00208	gene	93				
NBFAOAKO_00208	CDS	93				hypothetical protein
NBFAOAKO_00209	gene	237				
NBFAOAKO_00209	CDS	237				hypothetical protein
NBFAOAKO_00210	gene	327				
NBFAOAKO_00210	CDS	327				hypothetical protein
NBFAOAKO_00211	gene	108				
NBFAOAKO_00211	CDS	108				hypothetical protein
NBFAOAKO_00212	gene	3291	rapA			
NBFAOAKO_00212	CDS	3291	rapA	3.6.4.-		RNA polymerase-associated protein RapA
NBFAOAKO_00213	gene	510	pspA			
NBFAOAKO_00213	CDS	510	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
NBFAOAKO_00214	gene	1746				
NBFAOAKO_00214	CDS	1746				hypothetical protein
NBFAOAKO_00215	gene	861				
NBFAOAKO_00215	CDS	861				hypothetical protein
NBFAOAKO_00216	gene	405				
NBFAOAKO_00216	CDS	405				hypothetical protein
NBFAOAKO_00217	gene	1446				
NBFAOAKO_00217	CDS	1446				hypothetical protein
NBFAOAKO_00218	gene	474				
NBFAOAKO_00218	CDS	474				hypothetical protein
NBFAOAKO_00219	gene	447				
NBFAOAKO_00219	CDS	447				hypothetical protein
NBFAOAKO_00220	gene	876				
NBFAOAKO_00220	CDS	876				hypothetical protein
NBFAOAKO_00221	gene	3024				
NBFAOAKO_00221	CDS	3024				hypothetical protein
NBFAOAKO_00222	gene	1059	mfd			
NBFAOAKO_00222	CDS	1059	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
NBFAOAKO_00223	gene	150				
NBFAOAKO_00223	CDS	150				hypothetical protein
NBFAOAKO_00224	gene	1023				
NBFAOAKO_00224	CDS	1023				hypothetical protein
NBFAOAKO_00225	gene	477				
NBFAOAKO_00225	CDS	477				hypothetical protein
NBFAOAKO_00226	gene	420				
NBFAOAKO_00226	CDS	420				hypothetical protein
NBFAOAKO_00227	gene	261				
NBFAOAKO_00227	CDS	261				hypothetical protein
NBFAOAKO_00228	gene	174				
NBFAOAKO_00228	CDS	174				hypothetical protein
NBFAOAKO_00229	gene	1527	dgt			
NBFAOAKO_00229	CDS	1527	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
NBFAOAKO_00230	gene	438	dut			
NBFAOAKO_00230	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NBFAOAKO_00231	gene	1779	bepA_1			
NBFAOAKO_00231	CDS	1779	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NBFAOAKO_00232	gene	888				
NBFAOAKO_00232	CDS	888				hypothetical protein
NBFAOAKO_00233	gene	1650				
NBFAOAKO_00233	CDS	1650				hypothetical protein
NBFAOAKO_00234	gene	2517				
NBFAOAKO_00234	CDS	2517				hypothetical protein
NBFAOAKO_00235	gene	102				
NBFAOAKO_00235	CDS	102				hypothetical protein
NBFAOAKO_00236	gene	840				
NBFAOAKO_00236	CDS	840				hypothetical protein
NBFAOAKO_00237	gene	408				
NBFAOAKO_00237	CDS	408				hypothetical protein
NBFAOAKO_00238	gene	2052				
NBFAOAKO_00238	CDS	2052				hypothetical protein
NBFAOAKO_00239	gene	879				
NBFAOAKO_00239	CDS	879				hypothetical protein
NBFAOAKO_00240	gene	75				
NBFAOAKO_00240	tRNA	75				tRNA-Asn(gtt)
NBFAOAKO_00241	gene	1734				
NBFAOAKO_00241	CDS	1734				hypothetical protein
NBFAOAKO_00242	gene	246				
NBFAOAKO_00242	CDS	246				hypothetical protein
NBFAOAKO_00243	gene	1179				
NBFAOAKO_00243	CDS	1179				hypothetical protein
NBFAOAKO_00244	gene	1356				
NBFAOAKO_00244	CDS	1356				hypothetical protein
NBFAOAKO_00245	gene	936				
NBFAOAKO_00245	CDS	936				hypothetical protein
NBFAOAKO_00246	gene	1566				
NBFAOAKO_00246	CDS	1566				hypothetical protein
NBFAOAKO_00247	gene	3327				
NBFAOAKO_00247	CDS	3327				TonB-dependent receptor P26
NBFAOAKO_00248	gene	291				
NBFAOAKO_00248	CDS	291				hypothetical protein
NBFAOAKO_00249	gene	606	rnhB			
NBFAOAKO_00249	CDS	606	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NBFAOAKO_00250	gene	1023				
NBFAOAKO_00250	CDS	1023				hypothetical protein
NBFAOAKO_00251	gene	2916				
NBFAOAKO_00251	CDS	2916				hypothetical protein
NBFAOAKO_00252	gene	480				
NBFAOAKO_00252	CDS	480				hypothetical protein
NBFAOAKO_00253	gene	291				
NBFAOAKO_00253	CDS	291				hypothetical protein
NBFAOAKO_00254	gene	4803				
NBFAOAKO_00254	CDS	4803				hypothetical protein
NBFAOAKO_00255	gene	1230				
NBFAOAKO_00255	CDS	1230				hypothetical protein
NBFAOAKO_00256	gene	558				
NBFAOAKO_00256	CDS	558				hypothetical protein
NBFAOAKO_00257	gene	786	tcdA			
NBFAOAKO_00257	CDS	786	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
NBFAOAKO_00258	gene	450				
NBFAOAKO_00258	CDS	450				hypothetical protein
NBFAOAKO_00259	gene	102				
NBFAOAKO_00259	CDS	102				hypothetical protein
NBFAOAKO_00260	gene	2115				
NBFAOAKO_00260	CDS	2115				hypothetical protein
NBFAOAKO_00261	gene	468				
NBFAOAKO_00261	CDS	468				hypothetical protein
NBFAOAKO_00262	gene	1887				
NBFAOAKO_00262	CDS	1887				hypothetical protein
NBFAOAKO_00263	gene	1260	adeP			
NBFAOAKO_00263	CDS	1260	adeP		COG2252	Adenine permease AdeP
NBFAOAKO_00264	gene	849				
NBFAOAKO_00264	CDS	849				hypothetical protein
