locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBBFHAFD_00099	gene	429				
JBBFHAFD_00099	CDS	429				hypothetical protein
JBBFHAFD_00100	gene	867				
JBBFHAFD_00100	CDS	867				hypothetical protein
JBBFHAFD_00101	gene	144				
JBBFHAFD_00101	CDS	144				hypothetical protein
JBBFHAFD_00102	gene	303				
JBBFHAFD_00102	CDS	303				hypothetical protein
JBBFHAFD_00103	gene	507				
JBBFHAFD_00103	CDS	507				hypothetical protein
JBBFHAFD_00104	gene	693	cmk_1			
JBBFHAFD_00104	CDS	693	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
JBBFHAFD_00105	gene	1374	yeeO			
JBBFHAFD_00105	CDS	1374	yeeO		COG0534	putative FMN/FAD exporter YeeO
JBBFHAFD_00106	gene	123				
JBBFHAFD_00106	CDS	123				hypothetical protein
JBBFHAFD_00107	gene	339				
JBBFHAFD_00107	CDS	339				hypothetical protein
JBBFHAFD_00108	gene	582				
JBBFHAFD_00108	CDS	582				hypothetical protein
JBBFHAFD_00109	gene	1542	glyQS			
JBBFHAFD_00109	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
JBBFHAFD_00110	gene	1377	fucP			
JBBFHAFD_00110	CDS	1377	fucP		COG0738	L-fucose-proton symporter
JBBFHAFD_00111	gene	1089	mro			
JBBFHAFD_00111	CDS	1089	mro	5.1.3.3	COG2017	Aldose 1-epimerase
JBBFHAFD_00112	gene	999				
JBBFHAFD_00112	CDS	999				hypothetical protein
JBBFHAFD_00113	gene	1239	fpgS			
JBBFHAFD_00113	CDS	1239	fpgS	6.3.2.17		Folylpolyglutamate synthase
JBBFHAFD_00114	gene	1173	dnaJ			
JBBFHAFD_00114	CDS	1173	dnaJ		COG0484	Chaperone protein DnaJ
JBBFHAFD_00115	gene	609	grpE			
JBBFHAFD_00115	CDS	609	grpE			Protein GrpE
JBBFHAFD_00116	gene	1611	ybiT			
JBBFHAFD_00116	CDS	1611	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
JBBFHAFD_00117	gene	732				
JBBFHAFD_00117	CDS	732				hypothetical protein
JBBFHAFD_00118	gene	1035				
JBBFHAFD_00118	CDS	1035				hypothetical protein
JBBFHAFD_00119	gene	924				
JBBFHAFD_00119	CDS	924				hypothetical protein
JBBFHAFD_00120	gene	618				
JBBFHAFD_00120	CDS	618				hypothetical protein
JBBFHAFD_00121	gene	1356				
JBBFHAFD_00121	CDS	1356				hypothetical protein
JBBFHAFD_00122	gene	972	ravA			
JBBFHAFD_00122	CDS	972	ravA	3.6.3.-		ATPase RavA
JBBFHAFD_00123	gene	1314				
JBBFHAFD_00123	CDS	1314				hypothetical protein
JBBFHAFD_00124	gene	642	gph_1			
JBBFHAFD_00124	CDS	642	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JBBFHAFD_00125	gene	1326				
JBBFHAFD_00125	CDS	1326				hypothetical protein
JBBFHAFD_00126	gene	606	ribE			
JBBFHAFD_00126	CDS	606	ribE	2.5.1.9	COG0307	Riboflavin synthase
JBBFHAFD_00127	gene	1272	apgM			
JBBFHAFD_00127	CDS	1272	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JBBFHAFD_00128	gene	636				
JBBFHAFD_00128	CDS	636				hypothetical protein
JBBFHAFD_00129	gene	1365	bepA_1			
JBBFHAFD_00129	CDS	1365	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
JBBFHAFD_00130	gene	1707	glnS			
JBBFHAFD_00130	CDS	1707	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
JBBFHAFD_00131	gene	1026	mltG			
JBBFHAFD_00131	CDS	1026	mltG	4.2.2.-		Endolytic murein transglycosylase
JBBFHAFD_00132	gene	1386				
JBBFHAFD_00132	CDS	1386				hypothetical protein
JBBFHAFD_00133	gene	432				
JBBFHAFD_00133	CDS	432				hypothetical protein
JBBFHAFD_00134	gene	2040	topB			
JBBFHAFD_00134	CDS	2040	topB	5.6.2.1	COG0550	DNA topoisomerase 3
JBBFHAFD_00135	gene	738	lutA			
JBBFHAFD_00135	CDS	738	lutA		COG0247	Lactate utilization protein A
JBBFHAFD_00136	gene	1371	lutB			
JBBFHAFD_00136	CDS	1371	lutB		COG1139	Lactate utilization protein B
JBBFHAFD_00137	gene	585				
JBBFHAFD_00137	CDS	585				hypothetical protein
JBBFHAFD_00138	gene	549				
JBBFHAFD_00138	CDS	549				hypothetical protein
JBBFHAFD_00139	gene	537				
JBBFHAFD_00139	CDS	537				hypothetical protein
JBBFHAFD_00140	gene	1242				
JBBFHAFD_00140	CDS	1242				hypothetical protein
JBBFHAFD_00141	gene	1824				
JBBFHAFD_00141	CDS	1824				hypothetical protein
JBBFHAFD_00142	gene	1239	fdtB			
JBBFHAFD_00142	CDS	1239	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
JBBFHAFD_00143	gene	939				
JBBFHAFD_00143	CDS	939				hypothetical protein
JBBFHAFD_00144	gene	411	fdtA			
JBBFHAFD_00144	CDS	411	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
JBBFHAFD_00145	gene	1134	rfbB_1			
JBBFHAFD_00145	CDS	1134	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JBBFHAFD_00146	gene	630	cmk_2			
JBBFHAFD_00146	CDS	630	cmk_2	2.7.4.25		Cytidylate kinase
JBBFHAFD_00147	gene	1404	mepA			
JBBFHAFD_00147	CDS	1404	mepA			Multidrug export protein MepA
JBBFHAFD_00148	gene	1323	xseA			
JBBFHAFD_00148	CDS	1323	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JBBFHAFD_00149	gene	171	xseB			
JBBFHAFD_00149	CDS	171	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
JBBFHAFD_00150	gene	1023	ilvE			
JBBFHAFD_00150	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JBBFHAFD_00151	gene	1431	pepC			
JBBFHAFD_00151	CDS	1431	pepC	3.4.22.40	COG3579	Aminopeptidase C
JBBFHAFD_00152	gene	900	ddh			
JBBFHAFD_00152	CDS	900	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
JBBFHAFD_00153	gene	606	ruvA			
JBBFHAFD_00153	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
JBBFHAFD_00154	gene	7554				
JBBFHAFD_00154	CDS	7554				hypothetical protein
JBBFHAFD_00155	gene	1533	pafA			
JBBFHAFD_00155	CDS	1533	pafA	3.1.3.1		Alkaline phosphatase PafA
JBBFHAFD_00156	gene	162				
JBBFHAFD_00156	CDS	162				hypothetical protein
JBBFHAFD_00157	gene	1401	algC_1			
JBBFHAFD_00157	CDS	1401	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
JBBFHAFD_00158	gene	642				
JBBFHAFD_00158	CDS	642				hypothetical protein
JBBFHAFD_00159	gene	873	carD			
JBBFHAFD_00159	CDS	873	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
JBBFHAFD_00160	gene	1026	carE			
JBBFHAFD_00160	CDS	1026	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
JBBFHAFD_00161	gene	1725	caiA			
JBBFHAFD_00161	CDS	1725	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
JBBFHAFD_00162	gene	114				
JBBFHAFD_00162	CDS	114				hypothetical protein
JBBFHAFD_00163	gene	627				
JBBFHAFD_00163	CDS	627				hypothetical protein
JBBFHAFD_00164	gene	825				
JBBFHAFD_00164	CDS	825				hypothetical protein
JBBFHAFD_00165	gene	123				
JBBFHAFD_00165	CDS	123				hypothetical protein
JBBFHAFD_00166	gene	588				
JBBFHAFD_00166	CDS	588				hypothetical protein
JBBFHAFD_00167	gene	1284				
JBBFHAFD_00167	CDS	1284				hypothetical protein
JBBFHAFD_00168	gene	96				
JBBFHAFD_00168	CDS	96				hypothetical protein
JBBFHAFD_00169	gene	1833	LIAS			
JBBFHAFD_00169	CDS	1833	LIAS	2.8.1.8		Lipoyl synthase, organellar chromatophore
JBBFHAFD_00170	gene	1158	pntA_1			
JBBFHAFD_00170	CDS	1158	pntA_1	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JBBFHAFD_00171	gene	315	pntA_2			
JBBFHAFD_00171	CDS	315	pntA_2	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JBBFHAFD_00172	gene	1533	pntB			
JBBFHAFD_00172	CDS	1533	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
JBBFHAFD_00173	gene	1665	lcfB			
JBBFHAFD_00173	CDS	1665	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
JBBFHAFD_00174	gene	1248	lolE_1			
JBBFHAFD_00174	CDS	1248	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
JBBFHAFD_00175	gene	2055	htpG			
JBBFHAFD_00175	CDS	2055	htpG			Chaperone protein HtpG
JBBFHAFD_00176	gene	1455	pepD_1			
JBBFHAFD_00176	CDS	1455	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
JBBFHAFD_00177	gene	231				
JBBFHAFD_00177	CDS	231				hypothetical protein
JBBFHAFD_00178	gene	606				
JBBFHAFD_00178	CDS	606				hypothetical protein
JBBFHAFD_00179	gene	636	nth			
JBBFHAFD_00179	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
JBBFHAFD_00180	gene	711				
JBBFHAFD_00180	CDS	711				hypothetical protein
JBBFHAFD_00181	gene	648				
JBBFHAFD_00181	CDS	648				hypothetical protein
JBBFHAFD_00182	gene	2463	pheT			
JBBFHAFD_00182	CDS	2463	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JBBFHAFD_00183	gene	726				
JBBFHAFD_00183	CDS	726			COG0217	putative transcriptional regulatory protein
JBBFHAFD_00184	gene	387				
JBBFHAFD_00184	CDS	387				hypothetical protein
JBBFHAFD_00185	gene	1782	lepA			
JBBFHAFD_00185	CDS	1782	lepA	3.6.5.-	COG0481	Elongation factor 4
JBBFHAFD_00186	gene	603				
JBBFHAFD_00186	CDS	603				hypothetical protein
JBBFHAFD_00187	gene	2181	bamA_1			
JBBFHAFD_00187	CDS	2181	bamA_1			Outer membrane protein assembly factor BamA
JBBFHAFD_00188	gene	465				
JBBFHAFD_00188	CDS	465				hypothetical protein
JBBFHAFD_00189	gene	807	yycJ			
JBBFHAFD_00189	CDS	807	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
JBBFHAFD_00190	gene	2136				
JBBFHAFD_00190	CDS	2136				hypothetical protein
JBBFHAFD_00191	gene	2118				
JBBFHAFD_00191	CDS	2118				hypothetical protein
JBBFHAFD_00192	gene	264	rpmB			
JBBFHAFD_00192	CDS	264	rpmB		COG0227	50S ribosomal protein L28
JBBFHAFD_00193	gene	189	rpmG2			
JBBFHAFD_00193	CDS	189	rpmG2			50S ribosomal protein L33 2
JBBFHAFD_00194	gene	159				
JBBFHAFD_00194	CDS	159				hypothetical protein
JBBFHAFD_00195	gene	957	ftsY			
JBBFHAFD_00195	CDS	957	ftsY		COG0552	Signal recognition particle receptor FtsY
JBBFHAFD_00196	gene	1317	rimO			
JBBFHAFD_00196	CDS	1317	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JBBFHAFD_00197	gene	294	hup_1			
JBBFHAFD_00197	CDS	294	hup_1			DNA-binding protein HU
JBBFHAFD_00198	gene	1374	ihfA			
JBBFHAFD_00198	CDS	1374	ihfA			Integration host factor subunit alpha
JBBFHAFD_00199	gene	996				
JBBFHAFD_00199	CDS	996				hypothetical protein
JBBFHAFD_00200	gene	870				
JBBFHAFD_00200	CDS	870				hypothetical protein
JBBFHAFD_00201	gene	1107				
JBBFHAFD_00201	CDS	1107				hypothetical protein
JBBFHAFD_00202	gene	999				
JBBFHAFD_00202	CDS	999				hypothetical protein
JBBFHAFD_00203	gene	1029				
JBBFHAFD_00203	CDS	1029				hypothetical protein
JBBFHAFD_00204	gene	693				
JBBFHAFD_00204	CDS	693				hypothetical protein
JBBFHAFD_00205	gene	2562				
JBBFHAFD_00205	CDS	2562				hypothetical protein
JBBFHAFD_00206	gene	687				
JBBFHAFD_00206	CDS	687				hypothetical protein
JBBFHAFD_00207	gene	1236	queA_1			
JBBFHAFD_00207	CDS	1236	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
JBBFHAFD_00208	gene	1941	nadE			
JBBFHAFD_00208	CDS	1941	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
JBBFHAFD_00209	gene	891				
JBBFHAFD_00209	CDS	891				hypothetical protein
JBBFHAFD_00210	gene	2676	gyrA			
JBBFHAFD_00210	CDS	2676	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
JBBFHAFD_00211	gene	1170				
JBBFHAFD_00211	CDS	1170				hypothetical protein
JBBFHAFD_00212	gene	1209				
JBBFHAFD_00212	CDS	1209				hypothetical protein
JBBFHAFD_00213	gene	1254				
JBBFHAFD_00213	CDS	1254				hypothetical protein
JBBFHAFD_00214	gene	504				
JBBFHAFD_00214	CDS	504				hypothetical protein
JBBFHAFD_00215	gene	480	smpB			
JBBFHAFD_00215	CDS	480	smpB		COG0691	SsrA-binding protein
JBBFHAFD_00216	gene	405				
JBBFHAFD_00216	CDS	405				hypothetical protein
JBBFHAFD_00217	gene	855	map_1			
JBBFHAFD_00217	CDS	855	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
JBBFHAFD_00218	gene	1026	tsaD			
JBBFHAFD_00218	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JBBFHAFD_00219	gene	492	pncC			
JBBFHAFD_00219	CDS	492	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
JBBFHAFD_00220	gene	1470	degQ			
JBBFHAFD_00220	CDS	1470	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
JBBFHAFD_00221	gene	1026	ansA			
JBBFHAFD_00221	CDS	1026	ansA	3.5.1.1	COG0252	L-asparaginase 1
JBBFHAFD_00222	gene	2061	btuB_1			
JBBFHAFD_00222	CDS	2061	btuB_1			Vitamin B12 transporter BtuB
JBBFHAFD_00223	gene	540				
JBBFHAFD_00223	CDS	540				hypothetical protein
JBBFHAFD_00224	gene	1986	rho			
JBBFHAFD_00224	CDS	1986	rho	3.6.4.-		Transcription termination factor Rho
JBBFHAFD_00225	gene	234				
JBBFHAFD_00225	CDS	234				hypothetical protein
JBBFHAFD_00226	gene	561				
JBBFHAFD_00226	CDS	561		2.3.1.-	COG1670	Acetyltransferase
JBBFHAFD_00227	gene	507				
JBBFHAFD_00227	CDS	507				hypothetical protein
JBBFHAFD_00228	gene	90				
JBBFHAFD_00228	CDS	90				hypothetical protein
JBBFHAFD_00229	gene	654	rbr			
JBBFHAFD_00229	CDS	654	rbr		COG1592	Rubrerythrin
JBBFHAFD_00230	gene	74				
JBBFHAFD_00230	tRNA	74				tRNA-Lys(ctt)
JBBFHAFD_00231	gene	969	msrA			
JBBFHAFD_00231	CDS	969	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
JBBFHAFD_00232	gene	1164				
JBBFHAFD_00232	CDS	1164				hypothetical protein
JBBFHAFD_00233	gene	546				
JBBFHAFD_00233	CDS	546				hypothetical protein
JBBFHAFD_00234	gene	486	ftnA			
JBBFHAFD_00234	CDS	486	ftnA	1.16.3.2		Bacterial non-heme ferritin
JBBFHAFD_00235	gene	90				
JBBFHAFD_00235	CDS	90				hypothetical protein
JBBFHAFD_00236	gene	936	arnC_1			
JBBFHAFD_00236	CDS	936	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JBBFHAFD_00237	gene	1212				
JBBFHAFD_00237	CDS	1212				hypothetical protein
JBBFHAFD_00238	gene	390				
JBBFHAFD_00238	CDS	390				hypothetical protein
JBBFHAFD_00239	gene	1038	pheS			
JBBFHAFD_00239	CDS	1038	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JBBFHAFD_00240	gene	1356				
JBBFHAFD_00240	CDS	1356				hypothetical protein
JBBFHAFD_00241	gene	852				
JBBFHAFD_00241	CDS	852				hypothetical protein
JBBFHAFD_00242	gene	1026	murB			
JBBFHAFD_00242	CDS	1026	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
