locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMNBLMCD_00041	CDS	2373	bamA_1			Outer membrane protein assembly factor BamA
MMNBLMCD_00042	gene	4644				
MMNBLMCD_00042	CDS	4644				hypothetical protein
MMNBLMCD_00043	gene	1332				
MMNBLMCD_00043	CDS	1332				hypothetical protein
MMNBLMCD_00044	gene	180				
MMNBLMCD_00044	CDS	180				hypothetical protein
MMNBLMCD_00045	gene	2064				
MMNBLMCD_00045	CDS	2064				hypothetical protein
MMNBLMCD_00046	gene	1632				
MMNBLMCD_00046	CDS	1632				hypothetical protein
MMNBLMCD_00047	gene	174				
MMNBLMCD_00047	CDS	174				hypothetical protein
MMNBLMCD_00048	gene	219				
MMNBLMCD_00048	CDS	219				hypothetical protein
MMNBLMCD_00049	gene	2355	pnp			
MMNBLMCD_00049	CDS	2355	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MMNBLMCD_00050	gene	1161				
MMNBLMCD_00050	CDS	1161			COG3177	putative protein
MMNBLMCD_00051	gene	1812				
MMNBLMCD_00051	CDS	1812				hypothetical protein
MMNBLMCD_00052	gene	1116				
MMNBLMCD_00052	CDS	1116				hypothetical protein
MMNBLMCD_00053	gene	429				
MMNBLMCD_00053	CDS	429				hypothetical protein
MMNBLMCD_00054	gene	1143				
MMNBLMCD_00054	CDS	1143				hypothetical protein
MMNBLMCD_00055	gene	1893				
MMNBLMCD_00055	CDS	1893				hypothetical protein
MMNBLMCD_00056	gene	1089				
MMNBLMCD_00056	CDS	1089				hypothetical protein
MMNBLMCD_00057	gene	1026				
MMNBLMCD_00057	CDS	1026				hypothetical protein
MMNBLMCD_00058	gene	990				
MMNBLMCD_00058	CDS	990				hypothetical protein
MMNBLMCD_00059	gene	1152	resA_1			
MMNBLMCD_00059	CDS	1152	resA_1			Thiol-disulfide oxidoreductase ResA
MMNBLMCD_00060	gene	507				
MMNBLMCD_00060	CDS	507				hypothetical protein
MMNBLMCD_00061	gene	555	nudC_1			
MMNBLMCD_00061	CDS	555	nudC_1	3.6.1.22		NADH pyrophosphatase
MMNBLMCD_00062	gene	810				
MMNBLMCD_00062	CDS	810				hypothetical protein
MMNBLMCD_00063	gene	699				
MMNBLMCD_00063	CDS	699				hypothetical protein
MMNBLMCD_00064	gene	2415	topA			
MMNBLMCD_00064	CDS	2415	topA	5.6.2.1		DNA topoisomerase 1
MMNBLMCD_00065	gene	528	aroK			
MMNBLMCD_00065	CDS	528	aroK	2.7.1.71	COG0703	Shikimate kinase
MMNBLMCD_00066	gene	1893	speA			
MMNBLMCD_00066	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MMNBLMCD_00067	gene	513	sigH			
MMNBLMCD_00067	CDS	513	sigH		COG1595	ECF RNA polymerase sigma factor SigH
MMNBLMCD_00068	gene	477				
MMNBLMCD_00068	CDS	477				hypothetical protein
MMNBLMCD_00069	gene	117				
MMNBLMCD_00069	CDS	117				hypothetical protein
MMNBLMCD_00070	gene	792				
MMNBLMCD_00070	CDS	792				hypothetical protein
MMNBLMCD_00071	gene	945	ribF			
MMNBLMCD_00071	CDS	945	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
MMNBLMCD_00072	gene	621				
MMNBLMCD_00072	CDS	621		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
MMNBLMCD_00073	gene	2604	yoaB			
MMNBLMCD_00073	CDS	2604	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
MMNBLMCD_00074	gene	147				
MMNBLMCD_00074	CDS	147				hypothetical protein
MMNBLMCD_00075	gene	3018				
MMNBLMCD_00075	CDS	3018				hypothetical protein
MMNBLMCD_00076	gene	2520				
MMNBLMCD_00076	CDS	2520				hypothetical protein
MMNBLMCD_00077	gene	1050	nrdB			
MMNBLMCD_00077	CDS	1050	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MMNBLMCD_00078	gene	612	nreC			
MMNBLMCD_00078	CDS	612	nreC		COG2197	Oxygen regulatory protein NreC
MMNBLMCD_00079	gene	1911				
MMNBLMCD_00079	CDS	1911				hypothetical protein
MMNBLMCD_00080	gene	285				
MMNBLMCD_00080	CDS	285				hypothetical protein
MMNBLMCD_00081	gene	795				
MMNBLMCD_00081	CDS	795				hypothetical protein
MMNBLMCD_00082	gene	885	pfkB_1			
MMNBLMCD_00082	CDS	885	pfkB_1	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
MMNBLMCD_00083	gene	1191				
MMNBLMCD_00083	CDS	1191				hypothetical protein
MMNBLMCD_00084	gene	177				
MMNBLMCD_00084	CDS	177				hypothetical protein
MMNBLMCD_00085	gene	3588				
MMNBLMCD_00085	CDS	3588				hypothetical protein
MMNBLMCD_00086	gene	180				
MMNBLMCD_00086	CDS	180				hypothetical protein
MMNBLMCD_00087	gene	1002				
MMNBLMCD_00087	CDS	1002				hypothetical protein
MMNBLMCD_00088	gene	1995				
MMNBLMCD_00088	CDS	1995				hypothetical protein
MMNBLMCD_00089	gene	741				
MMNBLMCD_00089	CDS	741				hypothetical protein
MMNBLMCD_00090	gene	1686				
MMNBLMCD_00090	CDS	1686				hypothetical protein
MMNBLMCD_00091	gene	678	walR			
MMNBLMCD_00091	CDS	678	walR		COG0745	Transcriptional regulatory protein WalR
MMNBLMCD_00092	gene	768				
MMNBLMCD_00092	CDS	768				hypothetical protein
MMNBLMCD_00093	gene	1098	apbC			
MMNBLMCD_00093	CDS	1098	apbC		COG0489	Iron-sulfur cluster carrier protein
MMNBLMCD_00094	gene	2082	dxs			
MMNBLMCD_00094	CDS	2082	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MMNBLMCD_00095	gene	1353	trkA			
MMNBLMCD_00095	CDS	1353	trkA		COG0569	Trk system potassium uptake protein TrkA
MMNBLMCD_00096	gene	1458	trkH			
MMNBLMCD_00096	CDS	1458	trkH		COG0168	Trk system potassium uptake protein TrkH
MMNBLMCD_00097	gene	963	manA			
MMNBLMCD_00097	CDS	963	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
MMNBLMCD_00098	gene	1143	cydB			
MMNBLMCD_00098	CDS	1143	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
MMNBLMCD_00099	gene	1566	cydA			
MMNBLMCD_00099	CDS	1566	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
MMNBLMCD_00100	gene	216				
MMNBLMCD_00100	CDS	216				hypothetical protein
MMNBLMCD_00101	gene	873				
MMNBLMCD_00101	CDS	873				hypothetical protein
MMNBLMCD_00102	gene	1482				
MMNBLMCD_00102	CDS	1482				hypothetical protein
MMNBLMCD_00103	gene	987	emrA			
MMNBLMCD_00103	CDS	987	emrA			Colistin resistance protein EmrA
MMNBLMCD_00104	gene	1182				
MMNBLMCD_00104	CDS	1182				hypothetical protein
MMNBLMCD_00105	gene	1245	ybhR_1			
MMNBLMCD_00105	CDS	1245	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
MMNBLMCD_00106	gene	1086				
MMNBLMCD_00106	CDS	1086				hypothetical protein
MMNBLMCD_00107	gene	2214				
MMNBLMCD_00107	CDS	2214				hypothetical protein
MMNBLMCD_00108	gene	774	trmB			
MMNBLMCD_00108	CDS	774	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
MMNBLMCD_00109	gene	996				
MMNBLMCD_00109	CDS	996				hypothetical protein
MMNBLMCD_00110	gene	1161				
MMNBLMCD_00110	CDS	1161				hypothetical protein
MMNBLMCD_00111	gene	1920	dnaK			
MMNBLMCD_00111	CDS	1920	dnaK		COG0443	Chaperone protein DnaK
MMNBLMCD_00112	gene	861				
MMNBLMCD_00112	CDS	861				hypothetical protein
MMNBLMCD_00113	gene	321				
MMNBLMCD_00113	CDS	321				hypothetical protein
MMNBLMCD_00114	gene	387				
MMNBLMCD_00114	CDS	387				hypothetical protein
MMNBLMCD_00115	gene	1302				
MMNBLMCD_00115	CDS	1302				hypothetical protein
MMNBLMCD_00116	gene	270	rpsO			
MMNBLMCD_00116	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MMNBLMCD_00117	gene	1062	yhcG_1			
MMNBLMCD_00117	CDS	1062	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
MMNBLMCD_00118	gene	618				
MMNBLMCD_00118	CDS	618				hypothetical protein
MMNBLMCD_00119	gene	780				
MMNBLMCD_00119	CDS	780				hypothetical protein
MMNBLMCD_00120	gene	879	ftsX			
MMNBLMCD_00120	CDS	879	ftsX		COG2177	Cell division protein FtsX
MMNBLMCD_00121	gene	249				
MMNBLMCD_00121	CDS	249				hypothetical protein
MMNBLMCD_00122	gene	879	uppP			
MMNBLMCD_00122	CDS	879	uppP	3.6.1.27		Undecaprenyl-diphosphatase
MMNBLMCD_00123	gene	699	truB			
MMNBLMCD_00123	CDS	699	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MMNBLMCD_00124	gene	1119	queA_1			
MMNBLMCD_00124	CDS	1119	queA_1	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MMNBLMCD_00125	gene	426	sulD			
MMNBLMCD_00125	CDS	426	sulD		COG0801	Bifunctional folate synthesis protein
MMNBLMCD_00126	gene	600	purH_1			
MMNBLMCD_00126	CDS	600	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
MMNBLMCD_00127	gene	1026	mbl			
MMNBLMCD_00127	CDS	1026	mbl		COG1077	Cell shape-determining protein Mbl
MMNBLMCD_00128	gene	867				
MMNBLMCD_00128	CDS	867				hypothetical protein
MMNBLMCD_00129	gene	498				
MMNBLMCD_00129	CDS	498				hypothetical protein
MMNBLMCD_00130	gene	1851	mrdA			
MMNBLMCD_00130	CDS	1851	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MMNBLMCD_00131	gene	1470	mrdB_1			
MMNBLMCD_00131	CDS	1470	mrdB_1	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
MMNBLMCD_00132	gene	438				
MMNBLMCD_00132	CDS	438				hypothetical protein
MMNBLMCD_00133	gene	1248				
MMNBLMCD_00133	CDS	1248				hypothetical protein
MMNBLMCD_00134	gene	1140				
MMNBLMCD_00134	CDS	1140				hypothetical protein
MMNBLMCD_00135	gene	687	rsmI			
MMNBLMCD_00135	CDS	687	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MMNBLMCD_00136	gene	846				
MMNBLMCD_00136	CDS	846				hypothetical protein
MMNBLMCD_00137	gene	453	tadA_1			
MMNBLMCD_00137	CDS	453	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MMNBLMCD_00138	gene	741	birA			
MMNBLMCD_00138	CDS	741	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MMNBLMCD_00139	gene	558				
MMNBLMCD_00139	CDS	558				hypothetical protein
MMNBLMCD_00140	gene	711	pyrH			
MMNBLMCD_00140	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
MMNBLMCD_00141	gene	567				
MMNBLMCD_00141	CDS	567				hypothetical protein
MMNBLMCD_00142	gene	168	fdxA			
MMNBLMCD_00142	CDS	168	fdxA			4Fe-4S ferredoxin FdxA
MMNBLMCD_00143	gene	744				
MMNBLMCD_00143	CDS	744				hypothetical protein
MMNBLMCD_00144	gene	846	yfkN			
MMNBLMCD_00144	CDS	846	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MMNBLMCD_00145	gene	765				
MMNBLMCD_00145	CDS	765				hypothetical protein
MMNBLMCD_00146	gene	363	rplS			
MMNBLMCD_00146	CDS	363	rplS		COG0335	50S ribosomal protein L19
MMNBLMCD_00147	gene	576				
MMNBLMCD_00147	CDS	576				hypothetical protein
MMNBLMCD_00148	gene	2406	btuB_1			
MMNBLMCD_00148	CDS	2406	btuB_1			Vitamin B12 transporter BtuB
MMNBLMCD_00149	gene	150				
MMNBLMCD_00149	CDS	150				hypothetical protein
MMNBLMCD_00150	gene	549				
MMNBLMCD_00150	CDS	549				hypothetical protein
MMNBLMCD_00151	gene	813				
MMNBLMCD_00151	CDS	813		1.10.3.-	COG1496	Polyphenol oxidase
MMNBLMCD_00152	gene	1176	obg			
MMNBLMCD_00152	CDS	1176	obg	3.6.5.-		GTPase Obg
MMNBLMCD_00153	gene	567	adk			
MMNBLMCD_00153	CDS	567	adk	2.7.4.3	COG0563	Adenylate kinase
MMNBLMCD_00154	gene	537	hpt			
MMNBLMCD_00154	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
MMNBLMCD_00155	gene	1557	nnr			
MMNBLMCD_00155	CDS	1557	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MMNBLMCD_00156	gene	735				
MMNBLMCD_00156	CDS	735				hypothetical protein
MMNBLMCD_00157	gene	1077				
MMNBLMCD_00157	CDS	1077				hypothetical protein
MMNBLMCD_00158	gene	1002	fda			
MMNBLMCD_00158	CDS	1002	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
MMNBLMCD_00159	gene	1200	mgl			
MMNBLMCD_00159	CDS	1200	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
MMNBLMCD_00160	gene	159				
MMNBLMCD_00160	CDS	159				hypothetical protein
MMNBLMCD_00161	gene	192				
MMNBLMCD_00161	CDS	192				hypothetical protein
MMNBLMCD_00162	gene	1182	purH_2			
MMNBLMCD_00162	CDS	1182	purH_2	3.5.4.10		Bifunctional purine biosynthesis protein PurH
MMNBLMCD_00163	gene	96				
MMNBLMCD_00163	CDS	96				hypothetical protein
MMNBLMCD_00164	gene	246				
MMNBLMCD_00164	CDS	246				hypothetical protein
MMNBLMCD_00165	gene	249				
MMNBLMCD_00165	CDS	249				hypothetical protein
MMNBLMCD_00166	gene	1350	nqrA			
MMNBLMCD_00166	CDS	1350	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
MMNBLMCD_00167	gene	1152	nqrB			
MMNBLMCD_00167	CDS	1152	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
MMNBLMCD_00168	gene	615	nqrC			
MMNBLMCD_00168	CDS	615	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
MMNBLMCD_00169	gene	627	nqrD			
MMNBLMCD_00169	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
MMNBLMCD_00170	gene	627	nqrE			
MMNBLMCD_00170	CDS	627	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
MMNBLMCD_00171	gene	1269	nqrF			
MMNBLMCD_00171	CDS	1269	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
MMNBLMCD_00172	gene	1563				
MMNBLMCD_00172	CDS	1563				hypothetical protein
MMNBLMCD_00173	gene	2499	clpC			
MMNBLMCD_00173	CDS	2499	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
MMNBLMCD_00174	gene	723				
MMNBLMCD_00174	CDS	723				hypothetical protein
MMNBLMCD_00175	gene	891	dapA			
MMNBLMCD_00175	CDS	891	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MMNBLMCD_00176	gene	1431	purF			
MMNBLMCD_00176	CDS	1431	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MMNBLMCD_00177	gene	1539				
MMNBLMCD_00177	CDS	1539				hypothetical protein
MMNBLMCD_00178	gene	255				
MMNBLMCD_00178	CDS	255				hypothetical protein
MMNBLMCD_00179	gene	426				
MMNBLMCD_00179	CDS	426		3.1.2.-	COG2050	Putative esterase
MMNBLMCD_00180	gene	1110	menF_1			
MMNBLMCD_00180	CDS	1110	menF_1	5.4.4.2		Isochorismate synthase MenF
MMNBLMCD_00181	gene	1602	menD			
MMNBLMCD_00181	CDS	1602	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
MMNBLMCD_00182	gene	582				
MMNBLMCD_00182	CDS	582				hypothetical protein
MMNBLMCD_00183	gene	1269				
MMNBLMCD_00183	CDS	1269				hypothetical protein
MMNBLMCD_00184	gene	399				
MMNBLMCD_00184	CDS	399				hypothetical protein
MMNBLMCD_00185	gene	1320	dbpA			
MMNBLMCD_00185	CDS	1320	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MMNBLMCD_00186	gene	1068	serC			
MMNBLMCD_00186	CDS	1068	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MMNBLMCD_00187	gene	918				
MMNBLMCD_00187	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
MMNBLMCD_00188	gene	1248				
MMNBLMCD_00188	CDS	1248				hypothetical protein
MMNBLMCD_00189	gene	585	yigZ			
MMNBLMCD_00189	CDS	585	yigZ		COG1739	IMPACT family member YigZ
MMNBLMCD_00190	gene	88				
MMNBLMCD_00190	tRNA	88				tRNA-Ser(cga)
MMNBLMCD_00191	gene	864	sigA_1			
MMNBLMCD_00191	CDS	864	sigA_1			RNA polymerase sigma factor SigA
MMNBLMCD_00192	gene	393				
MMNBLMCD_00192	CDS	393				hypothetical protein
MMNBLMCD_00193	gene	894				
MMNBLMCD_00193	CDS	894				hypothetical protein
MMNBLMCD_00194	gene	495				
MMNBLMCD_00194	CDS	495				hypothetical protein
MMNBLMCD_00195	gene	273				
MMNBLMCD_00195	CDS	273				hypothetical protein
MMNBLMCD_00196	gene	531				
MMNBLMCD_00196	CDS	531				hypothetical protein
MMNBLMCD_00197	gene	1959				
MMNBLMCD_00197	CDS	1959				hypothetical protein
MMNBLMCD_00198	gene	612				
MMNBLMCD_00198	CDS	612				hypothetical protein
MMNBLMCD_00199	gene	528				
MMNBLMCD_00199	CDS	528				hypothetical protein
MMNBLMCD_00200	gene	1275	purA			
MMNBLMCD_00200	CDS	1275	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MMNBLMCD_00201	gene	1362	hisS			
MMNBLMCD_00201	CDS	1362	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MMNBLMCD_00202	gene	555	rbr3A			
MMNBLMCD_00202	CDS	555	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
MMNBLMCD_00203	gene	1176	nspC_1			
MMNBLMCD_00203	CDS	1176	nspC_1	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
MMNBLMCD_00204	gene	2886				
MMNBLMCD_00204	CDS	2886				hypothetical protein
MMNBLMCD_00205	gene	1359	miaB			
MMNBLMCD_00205	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
MMNBLMCD_00206	gene	912	xerD_1			
MMNBLMCD_00206	CDS	912	xerD_1			Tyrosine recombinase XerD
MMNBLMCD_00207	gene	1299				
MMNBLMCD_00207	CDS	1299				hypothetical protein
MMNBLMCD_00208	gene	429	csdE			
MMNBLMCD_00208	CDS	429	csdE		COG2166	Sulfur acceptor protein CsdE
MMNBLMCD_00209	gene	558	trmH			
MMNBLMCD_00209	CDS	558	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
MMNBLMCD_00210	gene	831				
MMNBLMCD_00210	CDS	831				hypothetical protein
MMNBLMCD_00211	gene	681				
MMNBLMCD_00211	CDS	681				hypothetical protein
MMNBLMCD_00212	gene	477				
MMNBLMCD_00212	CDS	477				hypothetical protein
MMNBLMCD_00213	gene	459	rnhA			
MMNBLMCD_00213	CDS	459	rnhA	3.1.26.4	COG3341	Ribonuclease H
MMNBLMCD_00214	gene	696				
MMNBLMCD_00214	CDS	696				hypothetical protein
MMNBLMCD_00215	gene	1005				
MMNBLMCD_00215	CDS	1005				hypothetical protein
MMNBLMCD_00216	gene	87				
MMNBLMCD_00216	tRNA	87				tRNA-Leu(taa)
MMNBLMCD_00217	gene	576				
MMNBLMCD_00217	CDS	576				hypothetical protein
MMNBLMCD_00218	gene	423				
MMNBLMCD_00218	CDS	423				hypothetical protein
MMNBLMCD_00219	gene	624	pyrE			
MMNBLMCD_00219	CDS	624	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MMNBLMCD_00220	gene	852				
MMNBLMCD_00220	CDS	852				hypothetical protein
MMNBLMCD_00221	gene	1794				
MMNBLMCD_00221	CDS	1794				hypothetical protein
MMNBLMCD_00222	gene	492				
MMNBLMCD_00222	CDS	492				hypothetical protein
MMNBLMCD_00223	gene	1287				
MMNBLMCD_00223	CDS	1287				hypothetical protein
MMNBLMCD_00224	gene	501	recX			
MMNBLMCD_00224	CDS	501	recX			Regulatory protein RecX
MMNBLMCD_00225	gene	894	prmB			
MMNBLMCD_00225	CDS	894	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
MMNBLMCD_00226	gene	1005	hmuU_1			
MMNBLMCD_00226	CDS	1005	hmuU_1		COG0609	Hemin transport system permease protein HmuU
MMNBLMCD_00227	gene	1173				
MMNBLMCD_00227	CDS	1173				hypothetical protein
MMNBLMCD_00228	gene	6561				
MMNBLMCD_00228	CDS	6561				hypothetical protein
MMNBLMCD_00229	gene	285				
MMNBLMCD_00229	CDS	285				hypothetical protein
MMNBLMCD_00230	gene	1050	btuB_2			
MMNBLMCD_00230	CDS	1050	btuB_2			Vitamin B12 transporter BtuB
MMNBLMCD_00231	gene	1722				
MMNBLMCD_00231	CDS	1722				hypothetical protein
MMNBLMCD_00232	gene	1668	udk_1			
MMNBLMCD_00232	CDS	1668	udk_1	2.7.1.48		Uridine kinase
MMNBLMCD_00233	gene	744				
MMNBLMCD_00233	CDS	744				hypothetical protein
MMNBLMCD_00234	gene	2229	btuB_3			
MMNBLMCD_00234	CDS	2229	btuB_3			Vitamin B12 transporter BtuB
MMNBLMCD_00235	gene	765				
MMNBLMCD_00235	CDS	765				hypothetical protein
MMNBLMCD_00236	gene	477	ispF			
MMNBLMCD_00236	CDS	477	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
MMNBLMCD_00237	gene	1152				
MMNBLMCD_00237	CDS	1152				hypothetical protein
MMNBLMCD_00238	gene	96				
MMNBLMCD_00238	CDS	96				hypothetical protein
MMNBLMCD_00239	gene	3567				
MMNBLMCD_00239	CDS	3567				hypothetical protein
MMNBLMCD_00240	gene	618	ycgM			
MMNBLMCD_00240	CDS	618	ycgM		COG0179	putative protein YcgM
MMNBLMCD_00241	gene	999	TSFM			
MMNBLMCD_00241	CDS	999	TSFM			Elongation factor Ts, mitochondrial
MMNBLMCD_00242	gene	870	rpsB			
MMNBLMCD_00242	CDS	870	rpsB		COG0052	30S ribosomal protein S2
MMNBLMCD_00243	gene	387	rpsI			
MMNBLMCD_00243	CDS	387	rpsI		COG0103	30S ribosomal protein S9
